0.915875,0.063981,-0.024791,-336.976425,-325.457771,-336.095216,x,-337.1715496
1.041092,0.023369,0.046749,-337.605859,-326.024262,-336.409934,y,-325.5458916
0.925361,0.004031,-0.021026,-337.605859,-326.338979,-335.402838,z,-335.8812085
1.022119,0.021436,0.010979,-336.661707,-324.891279,-336.095216,,
1.00125,0.065915,0.039219,-336.472877,-325.205997,-336.472877,,
0.9671,0.009832,0.035453,-336.787594,-325.520714,-335.780499,,
1.024017,-0.003705,0.010979,-336.976425,-325.457771,-336.661707,,
0.955716,-0.015308,0.056162,-336.472877,-325.583658,-336.095216,,
1.031605,0.050444,0.018509,-336.976425,-325.898375,-335.465782,,
0.938641,0.060113,-0.049266,-337.479973,-324.954223,-336.032273,,
0.972791,0.092989,-0.077506,-337.668803,-326.276036,-335.969329,,
0.995558,0.056246,-0.085036,-338.298238,-324.828336,-335.591669,,
0.986072,0.127799,0.007214,-336.535821,-325.961318,-336.032273,,
0.948127,0.019502,0.059928,-336.598764,-324.828336,-335.151064,,
0.965203,-0.005639,-0.043618,-337.542916,-325.394827,-335.151064,,
1.063858,0.009832,-0.005965,-337.920577,-325.835431,-335.654612,,
0.955716,0.050444,0.022275,-336.095216,-326.401923,-335.528725,,
0.972791,0.029171,0.012862,-337.668803,-325.331884,-336.095216,,
0.970894,0.046576,-0.069975,-337.79469,-325.331884,-335.654612,,
0.923464,-0.026912,-0.011613,-337.291142,-325.394827,-336.284047,,
0.98038,-0.005639,-0.005965,-335.780499,-324.765393,-335.654612,,
0.972791,0.023369,-0.045501,-337.417029,-325.457771,-336.661707,,
1.044886,0.052378,-0.021026,-336.913481,-324.891279,-336.095216,,
0.893108,0.069783,-0.06621,-337.668803,-325.017166,-336.221103,,
0.974689,0.058179,-0.013496,-337.731746,-325.709545,-336.15816,,
1.012633,0.075584,-0.00973,-338.109407,-325.898375,-336.032273,,
0.995558,0.08332,0.080637,-336.472877,-325.017166,-335.402838,,
1.044886,0.071717,-0.051149,-337.479973,-325.583658,-336.15816,,
1.041092,0.015634,-0.017261,-337.354086,-325.017166,-336.032273,,
0.978483,0.102659,0.046749,-337.731746,-325.772488,-335.025177,,
1.018325,0.058179,-0.03797,-337.291142,-325.835431,-335.780499,,
0.993661,0.015634,-0.036087,-337.291142,-326.024262,-335.654612,,
0.989866,0.031105,-0.019144,-336.598764,-326.024262,-336.095216,,
1.012633,-0.001771,-0.021026,-336.598764,-325.709545,-335.717556,,
0.982278,0.046576,-0.039853,-337.039368,-325.08011,-336.787594,,
0.955716,0.009832,0.024157,-337.102312,-326.150149,-336.032273,,
0.927258,0.031105,0.027923,-337.79469,-325.017166,-335.528725,,
0.9671,0.058179,0.009096,-336.976425,-326.653696,-335.906386,,
0.934847,0.015634,0.003448,-337.417029,-326.150149,-336.15816,,
1.024017,0.065915,0.012862,-335.969329,-325.646601,-335.969329,,
0.965203,0.081386,-0.034205,-337.102312,-326.087205,-335.654612,,
0.982278,0.029171,0.035453,-336.34699,-324.891279,-336.095216,,
0.961408,0.023369,0.018509,-336.724651,-325.709545,-335.339895,,
0.999353,0.029171,0.05428,-337.102312,-324.513619,-336.284047,,
0.908286,0.176147,-0.026674,-336.221103,-325.205997,-335.214008,,
1.006942,0.019502,0.041101,-337.291142,-326.024262,-336.913481,,
0.953819,0.056246,0.022275,-336.724651,-325.709545,-336.535821,,
0.968997,-0.003705,-0.021026,-337.165255,-326.024262,-334.89929,,
1.025914,0.14327,-0.000317,-336.913481,-325.26894,-335.591669,,
0.976586,0.04851,-0.021026,-336.535821,-325.457771,-335.969329,,
0.968997,0.071717,0.020392,-336.535821,-325.394827,-335.843442,,
0.999353,0.102659,0.010979,-336.34699,-324.010071,-335.591669,,
1.008839,0.054312,-0.021026,-337.039368,-325.898375,-335.906386,,
0.896902,0.000163,0.048632,-337.98352,-326.71664,-336.472877,,
0.963305,-0.023044,-0.056797,-337.417029,-326.024262,-335.654612,,
1.006942,0.019502,0.033571,-336.472877,-325.331884,-335.843442,,
0.957614,0.056246,-0.062444,-337.731746,-326.338979,-336.913481,,
0.921566,0.027237,-0.030439,-336.850538,-325.583658,-336.34699,,
0.891211,0.027237,-0.022909,-337.039368,-325.961318,-335.528725,,
0.970894,0.071717,-0.041735,-337.291142,-325.08011,-335.717556,,
0.991764,0.091056,-0.004082,-337.605859,-325.772488,-336.095216,,
0.974689,0.019502,-0.03797,-337.354086,-324.702449,-336.409934,,
0.963305,0.058179,0.05428,-337.731746,-325.709545,-336.976425,,
0.987969,0.052378,0.048632,-337.668803,-325.961318,-335.906386,,
0.940539,-0.003705,-0.013496,-337.102312,-326.276036,-336.409934,,
0.989866,0.100725,-0.036087,-337.479973,-325.017166,-335.151064,,
0.995558,0.017568,-0.030439,-336.095216,-325.898375,-335.025177,,
1.003147,0.009832,-0.034205,-337.479973,-325.08011,-335.088121,,
0.963305,0.067849,0.058045,-337.102312,-325.08011,-336.284047,,
0.961408,0.042708,0.005331,-336.724651,-325.520714,-336.535821,,
1.018325,-0.015308,-0.004082,-338.487068,-325.772488,-336.409934,,
0.995558,0.065915,-0.041735,-336.535821,-325.017166,-336.472877,,
0.98038,0.063981,-0.026674,-337.417029,-326.276036,-336.032273,,
0.976586,0.065915,0.009096,-337.039368,-324.954223,-336.661707,,
0.961408,0.021436,-0.03797,-336.598764,-325.205997,-335.717556,,
1.0354,0.038841,-0.019144,-337.98352,-325.961318,-334.962234,,
0.993661,0.027237,0.018509,-336.913481,-325.772488,-336.032273,,
1.042989,0.011766,0.050515,-338.298238,-325.646601,-336.409934,,
0.94623,0.060113,-0.005965,-337.291142,-325.772488,-336.095216,,
0.953819,0.017568,-0.043618,-337.165255,-326.024262,-336.15816,,
1.0354,0.004031,-0.03797,-336.661707,-325.835431,-335.151064,,
0.9671,-0.023044,-0.005965,-336.472877,-325.331884,-335.717556,,
1.037297,0.017568,0.050515,-336.409934,-324.954223,-334.71046,,
0.993661,0.077518,0.05428,-338.550011,-325.457771,-336.535821,,
0.965203,0.023369,0.039219,-337.291142,-325.961318,-336.095216,,
0.995558,0.044642,0.048632,-337.605859,-325.331884,-336.535821,,
0.970894,0.081386,-0.011613,-336.535821,-325.08011,-335.151064,,
0.972791,0.015634,-0.000317,-336.661707,-325.520714,-335.402838,,
1.04868,0.033039,-0.022909,-337.291142,-325.772488,-336.535821,,
1.005044,0.017568,0.016627,-337.165255,-325.457771,-336.284047,,
0.976586,0.063981,-0.000317,-336.409934,-324.198901,-336.095216,,
0.965203,0.04851,0.042984,-337.542916,-326.024262,-336.850538,,
0.953819,0.106527,-0.011613,-338.235294,-325.835431,-335.780499,,
0.965203,0.067849,0.076872,-336.850538,-326.276036,-336.15816,,
0.972791,-0.030779,0.031688,-337.291142,-326.71664,-335.528725,,
1.01453,0.019502,-0.024791,-336.913481,-325.520714,-337.039368,,
1.042989,0.029171,-0.053031,-336.535821,-325.394827,-336.15816,,
1.006942,0.073651,0.003448,-337.542916,-325.331884,-335.654612,,
0.970894,0.137469,0.041101,-337.354086,-325.394827,-335.591669,,
0.993661,-0.013374,0.012862,-336.850538,-324.954223,-334.89929,,
1.005044,0.029171,-0.00973,-336.472877,-325.520714,-336.032273,,
1.018325,-0.005639,-0.000317,-335.843442,-325.835431,-335.843442,,
0.961408,0.094923,0.020392,-337.102312,-325.26894,-335.906386,,
0.999353,0.062047,0.012862,-335.906386,-326.464866,-335.591669,,
0.942436,0.063981,0.018509,-337.857633,-325.205997,-335.528725,,
0.976586,0.098791,0.031688,-337.857633,-324.765393,-336.34699,,
0.961408,0.023369,-0.021026,-336.284047,-325.583658,-335.969329,,
0.986072,0.079452,0.018509,-336.661707,-325.26894,-336.284047,,
0.94623,0.067849,-0.005965,-336.913481,-325.520714,-336.032273,,
0.984175,0.004031,0.069341,-337.039368,-325.26894,-335.465782,,
0.995558,0.067849,-0.039853,-339.24239,-327.094301,-335.654612,,
0.849472,0.102659,-0.019144,-338.298238,-325.772488,-336.032273,,
1.005044,0.075584,0.009096,-337.542916,-325.520714,-335.906386,,
0.929155,-0.013374,0.042984,-336.913481,-325.646601,-335.465782,,
1.00125,0.007898,0.065576,-338.172351,-325.26894,-335.339895,,
1.016428,0.054312,0.024157,-336.787594,-325.583658,-335.088121,,
0.944333,0.081386,0.06181,-337.479973,-326.276036,-335.969329,,
0.925361,0.040774,0.016627,-337.668803,-325.898375,-336.15816,,
1.01453,0.058179,0.031688,-338.361181,-325.520714,-335.339895,,
0.965203,0.062047,0.056162,-336.787594,-325.835431,-335.969329,,
0.961408,0.058179,0.037336,-337.479973,-325.961318,-336.032273,,
0.982278,0.042708,0.020392,-337.228199,-325.646601,-335.969329,,
0.950025,0.077518,0.005331,-337.920577,-326.52781,-336.409934,,
0.961408,0.081386,0.042984,-337.920577,-325.583658,-335.906386,,
0.968997,0.009832,-0.054914,-337.354086,-325.709545,-336.284047,,
0.93295,-0.02111,-0.060562,-337.354086,-325.457771,-335.528725,,
1.00125,0.116196,-0.017261,-336.787594,-325.772488,-336.032273,,
0.984175,0.075584,0.052397,-336.913481,-325.08011,-336.15816,,
0.995558,0.058179,0.067458,-337.102312,-325.898375,-335.088121,,
0.989866,0.0137,-0.034205,-337.79469,-325.143053,-336.409934,,
0.993661,-0.044317,-0.017261,-336.535821,-324.450675,-335.654612,,
1.010736,0.062047,0.046749,-337.039368,-324.765393,-335.654612,,
1.031605,0.056246,-0.056797,-337.102312,-325.646601,-336.095216,,
1.005044,0.050444,-0.021026,-337.039368,-326.276036,-335.402838,,
0.919669,0.042708,-0.036087,-336.913481,-324.198901,-335.843442,,
0.948127,0.033039,0.063693,-336.095216,-326.087205,-336.409934,,
0.970894,0.077518,-0.000317,-336.598764,-325.457771,-334.647517,,
0.950025,0.011766,-0.0022,-336.976425,-325.961318,-336.409934,,
0.986072,-0.005639,0.012862,-338.235294,-325.520714,-334.584573,,
1.029708,0.100725,0.007214,-335.969329,-325.646601,-336.032273,,
1.005044,0.011766,-0.039853,-337.857633,-324.513619,-335.717556,,
0.961408,0.040774,0.012862,-337.479973,-325.835431,-336.095216,,
1.080933,0.079452,0.044867,-336.787594,-325.520714,-336.850538,,
0.94623,0.096857,0.012862,-337.291142,-326.276036,-335.969329,,
0.965203,0.11813,0.033571,-338.046464,-325.08011,-335.276951,,
0.965203,-0.001771,0.035453,-337.102312,-325.709545,-335.402838,,
0.986072,0.027237,-0.0022,-337.417029,-325.457771,-336.032273,,
0.879827,0.029171,-0.026674,-337.165255,-325.835431,-335.969329,,
0.982278,0.019502,0.029805,-336.661707,-325.835431,-335.151064,,
0.951922,0.104593,-0.032322,-337.165255,-324.513619,-335.780499,,
0.951922,0.089122,0.02604,-337.165255,-325.331884,-335.591669,,
1.024017,0.137469,0.046749,-336.976425,-325.772488,-336.34699,,
0.968997,0.065915,-0.068092,-337.291142,-324.954223,-337.102312,,
0.963305,0.079452,-0.007848,-336.661707,-325.457771,-335.717556,,
0.961408,-0.003705,0.035453,-338.235294,-326.401923,-335.780499,,
0.953819,0.054312,0.063693,-337.165255,-326.024262,-335.906386,,
0.965203,0.075584,0.007214,-336.913481,-326.90547,-335.906386,,
1.006942,0.085254,-0.000317,-337.668803,-326.213092,-335.969329,,
1.01453,0.011766,-0.058679,-337.354086,-325.205997,-336.221103,,
0.961408,0.089122,-0.06621,-336.095216,-325.583658,-335.214008,,
0.891211,0.075584,-0.051149,-336.976425,-325.394827,-335.591669,,
0.934847,0.04851,0.058045,-336.409934,-325.835431,-335.717556,,
0.951922,0.085254,-0.049266,-337.165255,-325.583658,-337.039368,,
1.016428,0.031105,-0.021026,-336.850538,-325.457771,-335.906386,,
0.908286,0.04851,0.024157,-336.598764,-324.828336,-335.276951,,
0.913977,0.077518,0.001566,-336.976425,-326.590753,-335.339895,,
0.940539,0.052378,-0.026674,-336.850538,-325.835431,-335.276951,,
0.885519,-0.026912,0.022275,-337.291142,-325.26894,-335.591669,,
1.00125,0.056246,-0.039853,-337.291142,-324.954223,-335.843442,,
1.010736,0.036907,-0.0022,-337.542916,-324.954223,-335.654612,,
1.04868,0.060113,0.106994,-335.906386,-326.024262,-335.339895,,
0.938641,0.042708,-0.043618,-337.102312,-324.639506,-336.221103,,
0.999353,0.056246,0.052397,-337.920577,-325.331884,-336.409934,,
1.01453,-0.024978,0.048632,-336.787594,-324.828336,-335.780499,,
0.968997,-0.050118,0.052397,-336.724651,-324.324788,-335.088121,,
0.991764,0.060113,-0.017261,-337.668803,-325.394827,-336.284047,,
0.98038,0.081386,-0.028557,-337.354086,-324.891279,-335.780499,,
1.033503,0.000163,0.012862,-336.535821,-325.08011,-336.284047,,
0.984175,0.106527,-0.024791,-337.542916,-325.26894,-336.032273,,
1.005044,0.005964,0.046749,-338.487068,-325.520714,-335.591669,,
1.022119,0.069783,-0.039853,-337.354086,-325.583658,-336.032273,,
